filename,text,duration,quality_score,prosody_class
batch3_grammy_1996_press_000.wav,You might as well just And what people don't understand is that When you pour it to it and I'm very excited about it How do I do it? Make it run,10.0,0.9,excited
batch3_crazysexycool_part1_000.wav,"Absolutely correct. Everyone in this group is. Of course it came from a few different words, but we made it one word. Making samples of James Brown, Parliament, just old stuff that was done.",10.0,0.94,excited
confirmed_chunk_03_000.wav,"I try to do things from a very positive point of view because there's always more at the end of the day, you know, coming together. So I'm pretty proud of that.",9.53,0.96,emphatic
confirmed_chunk_00_006.wav,"It just, probably new dimensions, but it works in cycles. So though it may seem like there's new",10.0,0.865,emphatic
confirmed_chunk_04_001.wav,"And I thought about ooh and a TLC tip, which was the same me that I used to, um, that I remembered from being a child. So I was like, well damn, if I could just come up with one word for that, what would that be? <sigh>",11.38,1.0,excited
batch2_homevideo_1989_dad_007.wav,"I remember when we had a dog, my brother, he, my brother has a love for animals. My dad, he, you know, he could care less. He don't care if we have him or not. <sigh>",8.74,1.0,excited
batch4_lisa_spiritual_journey_supernova_2001_016.wav,that it gives them a very good feel situation they may be in. And everyone just wants to have a great time. <sigh>,9.05,1.0,emphatic
batch2_last_days_deleted_scenes_012.wav,"pH balance. You know what I mean? Like 7 is neutral. Anything above 7, what it starts doing, it starts killing bacteria and everything. So water is good for you. You know, so you need to",10.0,0.94,excited
batch4_tlc_tmf_dutch_interview_1999_000.wav,"Very comfortable being at home. It was a decision that was made by, you know, the twin us.",10.0,0.965,emphatic
batch2_last_days_deleted_scenes_048.wav,"That's where it's gonna work out. I have to take the big glass herb. Raina, that is big. Lisa, twice as big as ever. Every tick that ever bit me before from high school.",10.0,0.96,emphatic
batch2_blockparty_making_part3_001.wav,incorporate the children and let's see we end up in a big nightclub which is one of these what I do is I as I am I roll,10.0,0.887,emphatic
batch4_tlc_tmf_dutch_interview_1999_006.wav,"It all started, I mean, it really started to blow up about 10 years ago. L.A. Reading Babyface opened up a label and so did Bobby Brown. And they started signing acts and TLC came out. <sigh>",12.51,1.0,emphatic
batch2_last_days_deleted_scenes_055.wav,"I had to go start washing up, Raina started getting her clothes ready, Ronald started doing something. <sigh> Rotate. You know, I come out, get dressed, Raina go in the bathroom, Ronald start getting his clothes ready. Rotate. I go downstairs and make...",10.0,1.0,excited
batch2_last_days_deleted_scene2_006.wav,"Ronald being the only boy with two girls, he got taken advantage of so much. I took a belt to Reyna one time and I took a knife to Ronald.",10.0,0.94,emphatic
batch3_bet_videosoul_halloween94_002.wav,"I didn't know roaches bite though. I didn't know that. The big ones cough. They bite. You know, you got your water bugs. <laugh> They in the roach family. But I don't know about the roach family. Organized noise. Jermaine Dufresne. Okay, let's do it. Alright, here it is.",12.5,0.94,excited
batch4_tlc_fanmail_fan_interview_1999_002.wav,"your name will be on the CD jacket as you open it up. There's a lot of names. We couldn't fit them all, <sigh> but we just wanted to say thank you to all the fans who supported us throughout the year.",10.0,0.94,emphatic
pass3_lastdays_dvd_001.wav,So we just TLC being silly and creative at the same time. Whenever a man would come in the room. <laugh>,8.53,1.0,emphatic
confirmed_chunk_04_009.wav,"<gasp> There's a variety of music on the album. There's even a variety of styles as far as in a room. You know, and... <laugh>",8.47,0.96,excited
batch3_mtv_pointblank_gun_014.wav,"I think it's just all about are going to have a gun, know how to use it, and make wise decisions. You know, try to think before you act.",8.64,0.912,emphatic
confirmed_chunk_04_011.wav,"Well, um, when I was six, I got...",5.61,0.885,emphatic
batch4_lisa_spiritual_journey_supernova_2001_014.wav,Your life is defined by what you believe in. I'm sure that there are people who are close to Aaliyah who will definitely feel her presence. <sigh>,9.42,1.0,emphatic
batch3_vh1_fashion_1995_001.wav,"She's alright. She should be watching us right now. Okay, cool. Hi, TeeTee. Hi, TeeBot. What's your... No, no, no. We didn't say we like it better. I like the first look. Now, see, Chilly, she's the one who's like, I don't like the first... No, me. I like the first album and the second album. The looks...",12.97,0.9,excited
batch4_lisa_success_of_csc_008_reseg00_fsplit01.wav,from the heart and know it because you've seen us outside of the group.,5.09,0.9,emphatic
batch2_last_days_deleted_scenes_022.wav,"Where is the washing machine? Is it outside? You don't need lights? That's not it? <laugh> That one doesn't work. We could act like it works with a video camera. Well, there used to be a washing machine here.",10.0,0.96,excited
confirmed_chunk_04_000.wav,"<sigh> and one day I just woke up and said, oh, I can't take this anymore. So, you know, I guess this is just what we chose to go with. And sometimes we don't even know what we're going to name ourselves. What could the name of the second album be?",12.27,0.9,excited
batch2_mtv_cut_ep1_004.wav,"Natalia, who sang, they wrote their first song on an airplane, inspired by the night flight. And here they are singing You Grant My Wish.",7.69,0.9,emphatic
pass3_latelick1_003.wav,"Can we ascend to higher heights and win a package rock? We can give in to brighter nights, breathe with our souls to keep. I'm currently working on a solo project. Tell you as of yet when it's going to be released. Yes, ma'am. Nothing.",10.0,0.9,excited
batch2_homevideo_1989_airplane_002.wav,W.A. right? <sigh> So he's like I wonder what W.A. stands for. Every day is a new story about a plane being crashed.,7.77,1.0,emphatic
batch4_lefteye_uk_choice_interview_oct2001_006.wav,things about me and I was labeled as being crazy. At the end of the day I did notice that it actually did help sell record. Unfortunately... <sigh>,10.0,0.94,emphatic
batch4_tlc_fanmail_fan_interview_1999_005.wav,"And we were picked on in school. She's an outstanding mother. <chuckle> You are. I mean, she ain't having it.",10.0,0.905,emphatic
batch4_lisa_success_of_csc_006.wav,"like TLC knows how to breathe life into songs, whereas another group could record the same song and it just does not have the same kind of effect because...",10.0,1.0,emphatic
batch3_mtv_cut_finals_003.wav,"With a 21.5, here he is ready to ice the audience with Freeze Up! All the way from Cleveland, Ohio, it's Big Al!",10.0,0.907,emphatic
batch4_tlc_waterfalls_bts_1995.wav,That's what they shot Jaws too. Something like that. Pull from there. It's going to be really nice.,5.0,1.0,excited
batch2_mtv_cut_ep1_010.wav,his whole mr brian mcknight do you agree this is a 24.5 for cheyenne's law you are now otherwise cheyenne is coming back for our semi-final last but not least <sigh>,13.17,0.96,emphatic
confirmed_chunk_01_009.wav,"You know, outside of singing, I would love to... I guess the proudest thing in my career is the overall success of TLC.",7.03,1.0,emphatic
confirmed_chunk_00_000.wav,"So, I mean, that's not where we get the sounds from. But anyway, I mean, there's plenty of places that we get sounds or it has moved into a new direction.",10.0,0.887,emphatic
batch2_homevideo_1989_dad_008.wav,"but if we have them, it's our responsibility to take care of them. <sigh> Now, me and my sister, we didn't want to go through that because we know how our father is. You know, he's like that, like clean.",8.4,1.0,excited
pass3_lastdays_dvd_000.wav,"TLC's hairdresser's robe, female. Pebbles, female. The two girls that worked in Pebbles' office, female. Some woman stuff going on around here. <sigh>",9.58,0.96,excited
batch2_homevideo_1989_dad_013.wav,Only thing we had in our house in the whole downstairs. We didn't have any rugs Only thing we had was a couch in the chair. We have a,7.18,1.0,excited
batch2_millionaire_hd_002.wav,"That's my final answer. A. Yeah, we're gonna go for A, Marine. Final answer. That's the right answer. C. Final answer. She likes bottle. Well, I rap.",10.0,0.9,emphatic
pass3_wendy2.wav,"It's not a- You'd be mad if no one- I mean, if certain people didn't-",3.0,0.873,excited
batch3_arsenio_1992_baby_003.wav,"lyrical content. <sigh> Now you can call me a feminist rapper if you want to. I'm not one, but we're a singing group and I'm the rapper. <sigh>",6.68,0.94,emphatic
batch2_last_days_deleted_scenes_046.wav,"That stuff, it coagulates the blood. It makes it so that, you know, it clots up. This will unclog your blood, okay? You have to respect nature and nature's laws.",10.0,1.0,emphatic
batch3_mtv_cut_finals_025.wav,"Now, she has more styles than Ralph Lauren. Ring G-Nut, come on over <sigh> here. Now, that was bad. You guys winning, y'all. <sigh>",10.0,0.96,emphatic
batch2_homevideo_1989_today_001.wav,"He got to know my family and everything. Oh, yes. Yes. She's my idol. <sigh> I...",7.46,0.96,emphatic
batch2_homevideo_1989_airplane_001.wav,"This plane, like one of these year 2000 planes, it's got gadgets. He sees these three buttons to the right. It's three buttons, right?",8.3,1.0,emphatic
batch3_crazysexycool_part1_006.wav,it really says okay okay this is not just a song with a nice tune or you know this is not just a song by three popular girls this is a song that means something and i know a lot of people,10.0,0.948,emphatic
batch3_source_awards_1999_003.wav,"A Kyle Young original, thank you. Now to present the award for single of the year, Chris Webber, Mia X, and Tyson.",10.0,0.96,emphatic
batch4_tlc_tmf_dutch_interview_1999_007.wav,"Crisscross, Arrested Development. <sigh> Those were probably the first three to really bring the attention to Atlanta. And from there... <sigh>",9.38,1.0,emphatic
batch3_mtv_cut_finals_008.wav,Here he is all the way from the Bay Area for that music video. So far we've seen and Latin froze. <sigh> We weren't going anywhere. We just,10.0,0.94,emphatic
pass3_lastdays_dvd_006.wav,"I had to go start washing up, Raina started getting her clothes ready, Ronald started doing something. <sigh> Rotate. You know, I come out, get dressed, Raina go in the bathroom, <chuckle> Ronald start getting his clothes ready. Rotate. I go downstairs, make...",10.0,0.96,excited
batch3_mobo_awards_2000_p1_000.wav,"This is the Movo Awards and tonight we will be honoring the very, very best in music from the UK and all around the world. <laugh> Yes, Gabrielle.",10.0,0.96,emphatic
batch4_lefteye_uk_interview_oct2001_004.wav,cleansing period in my life and I learned a lot about food a lot about herbs a lot about the body a lot about energy and all of these things can help me a lot of sick people in the world a lot of people who are struggling and suffering,11.96,0.94,excited
batch3_crazysexycool_part1_003.wav,"do it in a new time. So the time is what actually makes it a little different, not the actual essence of what you're doing.",7.78,0.948,emphatic
batch2_last_days_deleted_scenes_006.wav,paperwork out of my hands and shoot energy from my finger is the water it comes out of the ground into here,10.0,0.96,emphatic
batch2_last_days_deleted_scenes_019.wav,"But let a couple hours pass by, you'll be straight. You can come down here and run some bath water if you want to take one at night. But just take advantage of this water while you're here, especially if you have any kind of skin problems. <sigh>",10.76,1.0,excited
batch3_arsenio_1993_hat2daback_002.wav,more reason to listen to us so we shouldn't be dogged out yeah for you know they look at us i think more we had a messed up like that it's not to look down on us for you should look at it as a learn with and then i mean again i i want to see,13.11,0.96,excited
pass3_latelick1_000.wav,"I had a lot of energy on the first album. I think the studio from where I was residing at the time and you know, laying some vocals for this album.",10.0,0.96,emphatic
batch3_mtv_cut_finals_024.wav,"before somebody starts in their own MTV video. But Sookie's about to lay her switch-up styles, okay? I don't know who it went to anyway because this is the finals. <sigh>",10.0,0.948,emphatic
batch4_tlc_tmf_dutch_interview_1999_001.wav,"Or was it released like... Yeah, February. As a comeback song, we thought that it was the song that...",5.84,0.96,excited
batch4_lefteye_mtv_style_2000_001.wav,makes me feel like a teddy bear i would wear this dress to a club at night see we aim to give variety in our clothing line julie maher's style,10.0,0.9,emphatic
batch2_last_days_deleted_scenes_053.wav,He's coming he's literally lit. I know I was I was literally every morning like this Don't let you,9.02,0.96,emphatic
batch4_lefteye_uk_interview_oct2001_012.wav,"She is thinking about doing one. I don't you know, sometimes you never know which way things are gonna go but fortunately",8.27,0.94,emphatic
batch2_homevideo_1989_dad_004.wav,We're going to Patty's now. Why do we need to get to school and the hamburger is cold? <sigh> The bread is all stuck. <sigh>,7.33,1.0,emphatic
batch4_lefteye_uk_interview_oct2001_002.wav,Sometimes you just never know it so. Variety of songs on a variety of topics and at the end of the day I decided I don't feel comfortable with that being on an album. This can't go on an album and you know. <sigh>,8.9,0.853,excited
batch4_lefteye_uk_interview_oct2001_014.wav,"It didn't work, but everything happens for a reason. <sigh> We decided to put the fan mail project out and to wait until after that to do the solo album. <sigh>",8.65,0.887,emphatic
batch4_angie_martinez_ladies_night_001.wav,"on the first one, I didn't on the second one, and there's gonna be a lot more on this one. I don't have a release date. There's no real dates in the music industry.",8.0,0.9,excited
batch3_mtv_pointblank_gun_004.wav,"But, you know, good people, bad things happen to good people, too. So a lot of times, you know, good people are the victims. <sigh>",8.15,0.912,emphatic
confirmed_chunk_00_004.wav,"and there's plenty of sound cards, you know, that you can... It runs in cycles. So, I mean, right now, what...",10.0,0.94,emphatic
batch2_last_days_deleted_scene2_008.wav,through them jeans i was like i'm gonna cut you know our parents used to fight us they're like chasing after my sister she didn't do what i said something two times i lashed out on them,9.0,0.94,emphatic
batch3_arsenio_1992_baby_001.wav,"I don't know. I looked in the mirror all day that night. And Chili started teasing me. I know, I got glass <sigh> eyeballs. <sigh> Yeah. And mentally, we're about 60-something.",11.21,0.96,excited
batch3_mtv_pointblank_gun_001.wav,Only thing about that is everyone has decisions that they have to make in life. Everyone has the power of choice. <sigh> And there are consequences to your choices. So if you do good things...,11.23,0.912,emphatic
batch2_homevideo_1989_house_tour_001.wav,stay out of my way. All of my guests and friends and people who... Well we have the first dressing room.,10.0,0.9,emphatic
confirmed_chunk_03_002.wav,fingers but they're straight the thing about that is everyone has decisions that they have to make in life everyone has the power,10.0,0.96,emphatic
batch4_lisa_writing_waterfalls_003.wav,"You know, and how, like, <gasp> too many storms have come and gone, and they don't even leave a trace of...",8.74,1.0,emphatic
batch3_crazysexycool_part1_018.wav,I mean we know what we want and they know that okay this is our music and this is how we want it and we don't like this and we don't like that it's with on the first album except <sigh>,10.25,0.96,emphatic
batch2_mtv_cut_ep1_000.wav,performing live on stage and one of them gets to come back and take a shot at appearing in their own music video airing right here <sigh>,7.94,0.96,emphatic
batch4_lefteye_uk_choice_interview_oct2001_008_reseg00_fsplit02.wav,I think that she's appropriate for I will definitely send it to her. I see some comparisons between TLC and Destiny's Child. It seems like there's,9.75,0.94,emphatic
pass3_lastdays_dvd_005.wav,He used to have us every morning. We had to get up at <sigh> 6. He used to come in every 15 minutes. It was 6 o'clock. <sigh>,7.88,1.0,emphatic
confirmed_chunk_05_007.wav,There's some things I can't even put on now. Yeah. He had a purpose to serve.,9.64,0.965,excited
batch4_mtv_manicures_tlc_1994_014.wav,with the producers and we told them we have an idea crazy sexy cool and we want everything to be around this concept of crazy sexy cool <sigh>,7.8,0.948,emphatic
batch3_crazysexycool_part1_019_reseg00.wav,"And it just seems to work. You know, there are a lot of, it's just like Left Eye, she's a songwriter and a producer. Acknowledged.",7.36,1.0,excited
batch2_last_days_deleted_scenes_027.wav,"Over here, people who have like prostate cancer and stuff like this is really, really, really good for prostate cancer. This stick right here will cure. <sigh> Yes, it is. Woo!",10.0,0.96,emphatic
batch2_blockparty_making_part1_008.wav,"but we're gonna put it all in in the computer. No, these won't make me jump higher, but they might make me a little extra pocket change. <sigh> We're gonna market these. No, these.",10.0,0.94,emphatic
batch3_mtv_cut_finals_021.wav,"So, we're gonna see if you and the girls have what it takes to beat Chris. ...point five so far, Drew Hill. Now, did you feel the energy?",10.0,0.94,emphatic
pass3_lastdays_dvd_004.wav,Is that my dear friend? Getting the tides by the flame. Look in my mirrors. <sigh>,7.16,0.887,emphatic
batch2_last_days_deleted_scenes_018.wav,"Don't be dirty. You can take a bath in the daytime. You can take a bath after it gets dark. When the mosquitoes are going to come out at night, like when the sun is beginning to go down. <sigh>",10.0,0.948,excited
confirmed_chunk_02_008.wav,"I look at it like this. What I put into it is really... You got about $300,000 a piece. It's that much. Okay? <sigh> When I was six, I got hit by a truck.",10.4,1.0,excited
batch2_last_days_deleted_scenes_002.wav,understand that animals and stuff they react off of instinct that means if you get nervous they get nervous you start doing all of this then all of a sudden they start getting defensive and that's when they,10.0,0.907,emphatic
batch2_last_days_deleted_scenes_031.wav,He took a vacuum cleaner pipe and he started busting out all my windows.,8.48,0.853,emphatic
confirmed_chunk_01_002.wav,and there's destiny you know I'm saying it's like fate happens and death dollars left well guess what when you have that much money you're in about the 40,10.0,0.96,emphatic
batch3_grammy_1996_press_004.wav,"I've been working on this for a couple years now and finally things are booming. Hopefully 96, yeah they should be out this summer, 96 will start to be.",10.0,0.94,emphatic
batch3_mtv_pointblank_gun_011.wav,And I know a couple people who have actually used the guns and gotten themselves into worse situations. <chuckle>,7.32,1.0,emphatic
batch3_mtv_cut_finals_010.wav,"Ready to give his all is a man inspired by his loss. Crooning, The Way That She Loves Me, a true romantic, give it up. Did you write that about me?",10.0,1.0,emphatic
batch2_homevideo_1989_today_000.wav,"Well, when I was six years old, my mom, to make a long story short, when I was six, I got hit by a truck. He was starting a show in... <sigh>",9.47,1.0,emphatic
batch4_lefteye_uk_interview_oct2001_003.wav,between me and my anarchy. I was like the song is hot everybody loves it. And then all of my messages had sort of like an uplifting feel to them.,8.21,1.0,emphatic
confirmed_chunk_01_003.wav,it's normal shine up to a billion times in brightness. <sigh> So when I was recording. And everyone get ready to do your math. When we first started out.,9.37,0.96,emphatic
batch4_lefteye_1997_vmas_004.wav,"We're going to work with him to do performance. We'll be back next year, okay? There you go.",4.0,0.9,emphatic
batch2_homevideo_1989_dad_006.wav,right it was either hamburgers or steak you know and my friends used to say they wish that day and sometimes he bought them nasty mush burgers <sigh>,9.52,0.96,emphatic
batch4_lefteye_2001_mtv_supernova_promo_001.wav,"star and it increases its normal shine up to a billion times in brightness. <sigh> So when I was recording this album, you know, it's very important to me that I read",10.0,0.96,emphatic
confirmed_chunk_04_007.wav,"you know, good people. <laugh> Well, when I was six years old, my mom... How I deliver the message, you know, it goes from spoken word...",10.0,0.96,emphatic
batch4_mtv_manicures_tlc_1994_001.wav,"You know, this is the second time I ever got my nails done. And the first time I got them done, they came off the next day. <sigh>",9.29,1.0,emphatic
batch3_mtv_cut_finals_013.wav,"I hear the blaze, the microphone doing, I think you're such the Spanish pro that you are. How do you say? <sigh> Don't touch that dial. We'll be right back with the cut. <sigh>",10.0,1.0,emphatic
batch2_blockparty_making_part3_008.wav,the camera. Everybody this is and these are two of our leading. Next we're going to do some more of these shots different angles.,10.0,0.9,emphatic
batch3_crazysexycool_part1_010.wav,"just for the simple reason that it's not in anymore. It doesn't mean that that's not what's in our hearts. You know, why come out and play ourselves? Let's come up with something new. I don't know. You just got to do them and see what happens, and that's just what we did.",13.2,1.0,excited
batch4_lisa_writing_waterfalls_004.wav,"Sunlight God's given rays. It's just like when it rains and pours everything's bad. So hey, I wrote that song from my heart I don't know what inspired them <sigh>",10.23,0.907,emphatic
confirmed_chunk_03_012.wav,He got to know my family and everything well so. <sigh>,3.99,0.96,emphatic
batch2_homevideo_1989_house_tour_002.wav,"This is all my fancy shenanigans and stuff is. This is the kind of stuff that I wear like on award shows and you know, I go out to the clubs. This is my very comfortable... Today it's not made, but um...",12.09,0.92,emphatic
batch2_blockparty_making_part3_009.wav,"This is really a street we're walking down. It's all green screen right now, but we're going to put it all in the computer. Yes. You know what? They pulled out the toilet.",10.5,0.865,emphatic
confirmed_chunk_02_003.wav,Both Gemini's and it was almost like four people being Trust me you can sell 10 million hours and be broke and I'm on so you know I do a lot of great things well um <sigh>,14.81,0.96,emphatic
batch3_mtv_cut_finals_033_reseg00_fsplit06.wav,"Chris for producer QD3. And as you see, take a look at some dresses all the time. I had to come in early.",10.0,0.9,emphatic
batch2_last_days_deleted_scene2_000.wav,"<sigh> I read in a magazine, who would I tell that I read that if your hair is wet, it stretches. So every day I wet my hair, I take it right.",10.0,0.96,excited
batch2_homevideo_1989_dad_014.wav,"We had a TV, we had a table, oh we had an ironing board. <sigh> We had an ironing board in the dining room and we had a couch in the chair in the living room.",7.63,0.96,excited
batch2_homevideo_1989_dad_009.wav,"If anybody wants it, they can just come and pick it up. They're giving away a dog, a dog. <sigh> My dad brings around a little puppy that's like this big, but it's only two days of being in the house. It's scratched up all the wax off the floors.",10.52,1.0,excited
batch4_lefteye_1997_vmas_002.wav,"and stuff, it's just like reaching out for some friends and stuff. What's going on with that? That is true, that is still up in the air.",10.0,0.9,excited
batch3_crazysexycool_part1_014.wav,bet money that that was Prince singing because she sounds so much like him but I don't know if it didn't sound right I don't think we would have put it out but it came out with nothing else behind it but that,10.08,1.0,excited
batch3_mtv_cut_finals_033_reseg00_fsplit05.wav,"Chris Buster, is this guy ready for MTV? 14.5 so far, Drew Hill. Now, did you feel the energy? Too bad, because it looks like...",10.0,0.9,emphatic
pass3_latelick2_002.wav,I will probably will sing on my album. I really can't explain to you what it's going to sound like but I like rapping because I can spatially expand my horizons.,10.0,0.9,emphatic
batch3_kids_choice_1999_008.wav,"I think TLC... Wait a minute, one more thing please. When people are reading the article, don't get distracted by the media tactics. Well, yeah, this album is dedicated to our fans. <sigh>",9.95,0.94,excited
batch4_mtv_manicures_tlc_1994_010.wav,"And I thought about Ooh and the TLC, which was the name of the first album. So I was like, well, damn, if I could just come up with one word for that, what would that be? <sigh>",7.32,1.0,excited
batch4_tlc_tmf_dutch_interview_1999_009.wav,"That's easy for me. My personal favorite. Favorite is Unpretty. That is your thing? Yes, that's my favorite.",7.75,0.96,emphatic
batch4_bbc_radio1_melc_interview_000.wav,"Everything is fine, TLC. Actually, we're winding down. <laugh> But I, you know, I'm working on the solo project. But I'm living.",10.0,0.865,emphatic
batch2_mtv_cut_ep1_011.wav,"Let's take a look at a lady who says she would like to be the youngest girl to write, sing, and produce songs that make the top 40's charts. And Salah is in the lead so far with...",10.0,1.0,emphatic
batch4_lisa_success_of_csc_003.wav,"as good as it did. Nobody. I mean, you know, the face records were, they were guesstimating five million. <sigh> Aristotle was saying about the same thing. <sigh>",10.0,1.0,emphatic
batch4_mtv_manicures_tlc_1994_007.wav,"We got to show people that, oh, man, look what they got this time. We don't ever want anyone to think they know what we're coming out with next, expecting. <sigh>",8.6,0.948,emphatic
batch2_last_days_deleted_scene2_005.wav,"charge as much as $2,500 because I end up doing my own hair. Work. Yeah. I want to. And you know how with a low, with a ring, that is a turn. Yeah. We used to make Ronald turn when he was a kid.",10.0,0.86,excited
batch4_lefteye_uk_choice_interview_oct2001_004.wav,"wildest statements. <sigh> I have done a wild thing when Andre and I got into the house situation and the house burnt down, you know.",10.0,0.96,emphatic
batch3_mtv_cut_finals_006.wav,"From Los Angeles performing Have You Ever, it's Paige. Let's see if that was enough to beat Big Al. Anxiously awaiting backstage with a 20. <laugh>",10.0,1.0,emphatic
batch4_lisa_success_of_csc_004.wav,"And when we came out, it blew up. And I know it had much more to do with, you know, it had.",10.0,1.0,emphatic
batch2_homevideo_1989_today_002.wav,Watch her I take a lot of pointers from her. You know it didn't really concern me to the <sigh> one reason why I say <sigh>,7.93,0.96,emphatic
batch2_mtv_cut_dowrong_001_reseg00.wav,verbalize. I'm starting off with a 4.5. Ms. Josef wants to do it again. <sigh>,6.22,0.92,emphatic
batch2_mtv_cut_mcknight_003.wav,"Reading song, let's take a look. Shana and the sound of positive. Fills us up the woman to get into this world. Perfect was your plan to snatch my man before you tap it with my man in it.",10.0,0.88,excited
batch4_tlc_fanmail_fan_interview_1999_000.wav,You want to sit down? Did they prep you? Did they tell you to say that? I'm a fan now. What we decided to do was dedicate the third album to the fans. <sigh> Let them know that we got your mail.,10.0,0.9,excited
batch3_mtv_pointblank_gun_010.wav,"When they have a gun in their hand, they feel secure. <sigh> They feel like they can control the situation, you know. <sigh>",8.1,1.0,emphatic
batch2_last_days_deleted_scenes_039.wav,"Fine, you can't get lost if you follow the creek. I've been back, I've been two hours back into the forest following this creek, okay? Careful, Sam. Let's go walk back there.",10.0,0.96,excited
batch3_mtv_cut_finals_000.wav,"They won their semifinals, but only one of those finalists is going to win that MTV video right here. He writes, he plays, he produces, he owns a record. Artist, R&B actor.",10.0,0.88,emphatic
batch4_tlc_tmf_dutch_interview_1999_004.wav,And there's a variety of styles of music on the album and you'll see a variety of styles of you know as we do these videos So that the clothing in the image <sigh>,10.92,0.96,emphatic
confirmed_chunk_01_012.wav,"We gotta show people that, oh man, look what they got this time. We don't want... I grew up in a home where there were so many restrictions that by the time I got on the street, I was just...",8.56,0.94,excited
confirmed_chunk_05_005.wav,the one way to look at stuff dlc has achieved a lot but there's so many but anything,10.87,0.905,emphatic
batch3_kids_choice_1999_004.wav,"I mean, after a while, we decided if we didn't find anybody. I was like chilling, chilling. Well, I can really remember Janet. For me, I have to say it was...",10.0,0.9,excited
batch4_lefteye_1997_vmas_001.wav,"on the show. So I'm glad to be a part of the ladies night and we are performing tonight. It's always fun when you're working with other artists, you know, it just takes you away from the everyday, you know, working with your friends.",10.0,0.9,excited
